Step X = 0,2222222222222222222222222222
Step Y = 0,2222222222222222222222222222
61	57	63	62	71	76	64	58	72	68
60	65	66	60	59	55	58	63	55	64
69	72	66	58	45	72	69	83	65	59
64	70	71	62	63	64	59	62	59	58
66	75	61	61	64	55	61	59	64	68
68	64	62	66	59	67	79	56	68	61
72	68	67	61	81	63	64	75	62	81
58	59	54	57	76	59	70	55	56	58
64	61	54	70	62	64	56	68	55	57
60	68	60	57	59	59	63	58	57	63
